Gene.symbol,Gene.ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
SIGLEC5,8778,-0.061157116,2.85528864,-4.085556138,0.005921267,0.018354399,-3.415774707
MTM1,4534,-0.061191441,3.184828072,-7.109215717,3.24E-04,0.003764516,-0.146157711
MVK,4598,-0.061196735,3.006629851,-5.522669868,0.001294458,0.007422823,-1.714296955
ENPP4,22875,-0.061252326,3.025252536,-5.375895296,0.001492771,0.008036489,-1.874859528
ESCO2,157570,-0.061257826,2.968812602,-6.033957076,8.04E-04,0.005849486,-1.176650926
OXR1,55074,-0.061377051,3.216697316,-6.138137858,7.32E-04,0.005629309,-1.071069675
ELK3,2004,-0.061383301,3.060059712,-12.08486706,1.44E-05,6.28E-04,3.383369518
SLC16A13///JOSD1,201232///9929,-0.061408513,3.015451859,-10.99756333,2.54E-05,9.26E-04,2.742756282
HAUS6,54801,-0.061410397,3.100776222,-7.574451303,2.26E-04,0.003171422,0.262300063
GGH,8836,-0.061414162,2.815702476,-5.377200276,0.001490862,0.008035693,-1.873419334
RASA2,5922,-0.061476354,3.148598063,-6.638162911,4.75E-04,0.004532854,-0.581917857
PIBF1,10464,-0.06148232,2.926909445,-5.772444276,0.0010218,0.006604968,-1.44752228
BTN3A3,10384,-0.061490294,3.136779476,-5.294503842,0.001617441,0.008368087,-1.965136542
VIPAS39,63894,-0.061496772,3.213873636,-10.75728978,2.90E-05,0.001016809,2.593177729
GNPDA2,132789,-0.061537881,3.014208768,-4.11874134,0.005697953,0.017909831,-3.373136098
C1QA,712,-0.061551184,2.905110257,-7.57814128,2.25E-04,0.003171422,0.26545739
ZSCAN32,54925,-0.061571953,2.91762283,-6.256010187,6.60E-04,0.005335568,-0.953170082
RRAGB,10325,-0.061700338,2.994604907,-5.670131144,0.001124736,0.006933347,-1.555828738
DCAF4,26094,-0.061703365,2.973004111,-5.236869109,0.001712847,0.008621935,-2.029605074
TBCE,6905,-0.061737491,3.118304515,-5.09364839,0.001978709,0.009337927,-2.191776079
WDR44,54521,-0.061766064,3.096891619,-5.280368918,0.001640271,0.008415098,-1.980905709
SLC35A1,10559,-0.061828653,3.036001634,-5.805682064,9.91E-04,0.006487588,-1.412623108
HSD17B7P2///HSD17B7,158160///51478,-0.061856295,3.027916171,-5.509150696,0.001311419,0.007478675,-1.728967055
LRRFIP1,9208,-0.06187601,2.930986848,-3.030266975,0.021939551,0.045326821,-4.849517256
LRRFIP1,9208,-0.061893273,2.806999951,-2.89493607,0.026260298,0.051961209,-5.042566646
SUOX,6821,-0.062001255,2.941175293,-8.355373347,1.28E-04,0.002381445,0.903664744
RPL26,6154,-0.062035759,3.23731469,-5.504273232,0.001317599,0.007499221,-1.734265646
FIGNL1,63979,-0.062044567,2.870076791,-5.404140849,0.001452075,0.007943762,-1.843738228
COG4,25839,-0.062048699,3.231983765,-11.22947775,2.24E-05,8.61E-04,2.884262285
ZNF616,90317,-0.062114148,3.003390405,-4.795878394,0.002694508,0.011114514,-2.538105551
NAPEPLD,222236,-0.062201251,2.974267485,-4.935228581,0.002328481,0.010193416,-2.374473994
LRRC37A2///LRRC37A6P///LRRC37A3///LRRC37A4P///LRRC37A,474170///387646///374819///55073///9884,-0.062210573,2.899324912,-6.033816741,8.04E-04,0.005849486,-1.17679403
MSANTD4,84437,-0.062229316,2.917491078,-4.492548606,0.003737577,0.013696575,-2.903922076
ZNF347,84671,-0.062307504,2.912543554,-4.992965792,0.002193508,0.009874014,-2.307481294
ORC5,5001,-0.062321404,3.176492812,-7.059563459,3.37E-04,0.003813776,-0.191004725
UFSP2,55325,-0.062348492,3.061404491,-4.06380255,0.006072931,0.018638953,-3.443811758
CEP192,55125,-0.062352586,3.056168368,-8.640160106,1.06E-04,0.002147431,1.124949239
UQCC1,55245,-0.06235911,2.979526053,-7.328893208,2.72E-04,0.003439389,0.049314685
C7orf49,78996,-0.062361227,3.192013559,-12.40393778,1.23E-05,5.66E-04,3.560952571
ZNF292,23036,-0.062392818,3.168540736,-7.81117618,1.89E-04,0.002952601,0.462336531
ARHGAP19-SLIT1///ARHGAP19,100533184///84986,-0.062401457,3.001090121,-5.460319047,0.001374812,0.007684414,-1.782156313
ZBTB9,221504,-0.062440114,2.865610041,-9.55457653,5.86E-05,0.001575548,1.794823113
ERP27,121506,-0.062505046,2.985889886,-5.198247207,0.001780337,0.008785678,-2.073059701
LRRFIP1,9208,-0.062593609,3.131432127,-6.137553038,7.33E-04,0.005629668,-1.071658729
MRPL35,51318,-0.062600629,3.191338421,-11.59803445,1.85E-05,7.57E-04,3.10358352
ZNF585B,92285,-0.06265161,3.120075512,-5.403915229,0.001452396,0.007943762,-1.843986396
ZNF780B,163131,-0.062659759,2.918777537,-5.191756568,0.001791971,0.008819793,-2.080382543
MRPS31,10240,-0.06266491,2.921419305,-7.935256085,1.73E-04,0.002853058,0.565186086
TRAPPC13,80006,-0.062668916,3.093760301,-6.450213848,5.57E-04,0.004903197,-0.762444078
FTSJ3,117246,-0.062682416,3.027206315,-8.514252902,1.15E-04,0.002257113,1.027903207
TBC1D19,55296,-0.062697174,2.953700084,-4.764146626,0.002786641,0.011336028,-2.575753256
INTS8,55656,-0.062780706,3.008548122,-4.715394765,0.002935175,0.011710748,-2.633875461
PRIM2,5558,-0.062815231,2.963997659,-9.26579249,7.02E-05,0.001768456,1.589626009
ANKRD36BP2///ANKRD36C///ANKRD36///ANKRD36B,645784///400986///375248///57730,-0.06283349,3.007262301,-4.17717459,0.005327163,0.017138461,-3.298445708
LY6G5B,58496,-0.062894155,2.918851768,-4.98562708,0.002210164,0.009904525,-2.315970425
ANKRD36BP2///ANKRD36///ANKRD36B,645784///375248///57730,-0.062909118,3.034811658,-3.866173173,0.007666846,0.021693156,-3.701642568
ZNF639,51193,-0.062941267,2.825439071,-4.867807742,0.002498075,0.010603415,-2.453298269
HAUS1,115106,-0.06298735,3.16968159,-7.393666221,2.59E-04,0.003379064,0.106051571
CAPRIN2,65981,-0.062987435,2.78863093,-5.729805862,0.00106334,0.006727762,-1.492496438
KLF8,11279,-0.063035665,2.835668832,-4.412574291,0.004083339,0.014484242,-3.00259427
DHFR,1719,-0.063072869,3.045177636,-5.898714398,9.09E-04,0.006252024,-1.315676489
CXCR4,7852,-0.063096824,3.19643301,-9.1238982,7.68E-05,0.001847191,1.486710349
RPS27L,51065,-0.06309967,2.994700039,-6.649594045,4.71E-04,0.004507531,-0.571064022
SNX29P1///SNX29P2///SNX29,100652781///440352///92017,-0.063139765,2.97804832,-6.125459227,7.41E-04,0.005648073,-1.083849217
NR2C1,7181,-0.063165634,3.068836649,-9.57918981,5.77E-05,0.00156908,1.812054759
TIMM9,26520,-0.06321381,2.898026491,-4.650262651,0.003147686,0.012270356,-2.712059882
AKAP11,11215,-0.063240954,3.145244089,-10.53102147,3.29E-05,0.001084101,2.44945255
RCOR3,55758,-0.063270539,3.07988661,-11.20919967,2.26E-05,8.65E-04,2.871999202
ZNF75D,7626,-0.063282004,2.781883945,-4.03000348,0.006317217,0.019115499,-3.487509284
C1S,716,-0.063345225,2.89951551,-2.816751801,0.029166213,0.056036058,-5.154726788
MLH3,27030,-0.063346575,3.064116335,-8.214419339,1.42E-04,0.002532908,0.791741024
LSM5,23658,-0.06335454,2.990103594,-6.254366565,6.61E-04,0.005340705,-0.954802857
C9orf85,138241,-0.06338919,2.784821778,-3.680018279,0.009601335,0.025167952,-3.949547394
OARD1,221443,-0.063420704,3.048532885,-8.704771901,1.01E-04,0.002104511,1.174276241
NEU3,10825,-0.063464823,3.201664198,-8.617512529,1.07E-04,0.002167414,1.107583591
WDR76,79968,-0.063621754,2.83075389,-4.20812417,0.005141718,0.016759927,-3.259086651
SNUPN,10073,-0.063744002,3.147407303,-8.022716294,1.62E-04,0.002744831,0.636876756
KCTD3,51133,-0.06377526,2.927499992,-13.92000503,6.12E-06,3.41E-04,4.3483895
KIF20A,10112,-0.063792784,2.796112968,-7.635043186,2.16E-04,0.003135018,0.313986519
WDR12,55759,-0.063800956,3.168278597,-7.798345873,1.91E-04,0.002968507,0.45162408
BBS4,585,-0.063808553,3.034262285,-7.637029503,2.15E-04,0.003134763,0.315675188
CA12,771,-0.063870429,3.170788596,-6.305059807,6.32E-04,0.005231457,-0.9045889
KLHDC2,23588,-0.063883844,3.095213426,-6.276263884,6.48E-04,0.005296449,-0.933075902
ZNF766,90321,-0.063905991,2.950374317,-5.376195558,0.001492331,0.008036489,-1.874528135
MGC27345,157247,-0.063928445,2.839668031,-10.26791245,3.82E-05,0.001214544,2.278697142
NUPL2,11097,-0.064042593,3.016711125,-9.160696827,7.50E-05,0.001831164,1.513535633
ZNF280D,54816,-0.06404573,3.038737338,-8.459271751,1.19E-04,0.002303039,0.98513665
LOC100049716,100049716,-0.064101032,2.885668832,-5.402292359,0.0014547,0.007948685,-1.845771658
LOC100131860,100131860,-0.064126473,2.884406605,-6.15767122,7.20E-04,0.005585794,-1.051418296
FANCD2,2177,-0.064209208,2.894207277,-7.1725605,3.08E-04,0.003683294,-0.089302912
RWDD2A,112611,-0.064212524,3.007937293,-7.252599782,2.89E-04,0.003549983,-0.018034054
ZNF211,10520,-0.064255544,2.861605191,-7.788812872,1.92E-04,0.002979474,0.44365518
ABHD10,55347,-0.064289844,3.175264671,-8.125916941,1.51E-04,0.00261961,0.720629481
CCNB1IP1,57820,-0.064305837,2.81579867,-6.033266553,8.04E-04,0.005849859,-1.177355094
MLLT10,8028,-0.064379458,3.108075146,-9.621706508,5.62E-05,0.001551973,1.8417271
ZNF174,7727,-0.064413515,2.836899724,-8.464254375,1.19E-04,0.002298944,0.989022167
CNTRL,11064,-0.064435336,2.913363717,-6.611338008,4.86E-04,0.004591873,-0.607444169
MIS18BP1,55320,-0.064514249,3.109739485,-6.040603305,7.99E-04,0.005844848,-1.169876324
LDAH,60526,-0.06465997,3.039930462,-5.952386493,8.66E-04,0.006084488,-1.260234766
TCEAL8,90843,-0.064667134,2.96449383,-3.90167359,0.007349266,0.021100274,-3.654917108
PHF20,51230,-0.064743729,3.13696753,-6.688617152,4.56E-04,0.004449063,-0.534118881
APPL2,55198,-0.064784457,3.104285398,-6.040485791,7.99E-04,0.005844848,-1.169996062
LOC339803,339803,-0.064814465,2.941616113,-5.897085362,9.11E-04,0.006253703,-1.317364799
RRP8,23378,-0.064818412,2.859645893,-6.357764276,6.04E-04,0.005121197,-0.852698159
COPS7B,64708,-0.064822835,3.059517797,-11.20433764,2.27E-05,8.66E-04,2.869055812
FBXO48,554251,-0.064875558,2.89110696,-8.399269674,1.25E-04,0.00233111,0.938191331
DHFR,1719,-0.064893616,3.077285765,-5.37205916,0.001498397,0.008046165,-1.879094461
GTF2H5,404672,-0.064904096,3.190501871,-5.231108651,0.001722728,0.008630194,-2.036073401
GOLPH3L,55204,-0.064934934,3.086443552,-6.067733956,7.80E-04,0.005786234,-1.142277027
KNL1,57082,-0.064969512,2.85532642,-5.170583099,0.001830525,0.008938857,-2.104310983
STIL,6491,-0.065000756,2.840639154,-6.66433285,4.65E-04,0.004487911,-0.557090594
HAUS3,79441,-0.065086607,2.821980416,-4.783466983,0.00273013,0.011197367,-2.552813735
KIAA1524,57650,-0.06509072,2.826319865,-4.507676582,0.003675929,0.013559324,-2.885361983
TTLL1,25809,-0.065146842,2.944416372,-11.08255934,2.42E-05,9.12E-04,2.794939634
ZNF708,7562,-0.065177606,2.806827395,-4.960621598,0.002267999,0.010053622,-2.344952587
PPP4R1L,55370,-0.065206712,2.819773882,-4.938275671,0.002321128,0.01017074,-2.370926708
CIAPIN1,57019,-0.065247783,3.232671031,-8.411292337,1.23E-04,0.00232255,0.947620787
ZNF284///ZNF223,342909///7766,-0.065302052,2.863951636,-3.656659455,0.009879975,0.025651913,-3.980991537
ATP23,91419,-0.065319176,2.932508995,-8.300347879,1.33E-04,0.002447826,0.860164927
FANCI,55215,-0.065391997,2.780991732,-5.840186398,9.60E-04,0.00640184,-1.376540961
BRF2,55290,-0.065439105,3.019433838,-6.625838917,4.80E-04,0.004555774,-0.593635459
ZNF585A,199704,-0.065501752,2.884411635,-5.793376736,0.001002083,0.006535866,-1.425527289
CSPP1,79848,-0.065531886,2.783608728,-8.117452809,1.52E-04,0.002624121,0.713794275
ZNF702P,79986,-0.065533007,2.858503998,-4.036611142,0.006268614,0.019042724,-3.478953523
NVL,4931,-0.06557579,2.917504909,-5.14443981,0.001879427,0.009056696,-2.133940949
WDSUB1,151525,-0.065589295,2.986886011,-6.253351798,6.61E-04,0.005342163,-0.955811085
SVBP,374969,-0.065629949,2.935589281,-6.925417706,3.75E-04,0.004034411,-0.313425134
UBA5,79876,-0.065643016,3.103936138,-12.53623725,1.16E-05,5.46E-04,3.633299461
NOB1,28987,-0.065771219,3.14619898,-7.335149412,2.71E-04,0.003437189,0.054812333
ZFP64,55734,-0.065796841,2.975126021,-6.608548629,4.87E-04,0.004600079,-0.610103043
PDCD2L,84306,-0.065888811,2.801167137,-5.889286794,9.17E-04,0.006280679,-1.325451681
CWC15,51503,-0.065891642,3.08207163,-5.558121237,0.001251149,0.007296416,-1.675941255
ZBTB41,360023,-0.065948382,3.314077858,-11.73366668,1.72E-05,7.34E-04,3.182639255
GNE,10020,-0.065972866,3.015696212,-5.444986674,0.001395427,0.007753245,-1.798921907
VPS54,51542,-0.06597628,3.045633462,-7.028891238,3.45E-04,0.00386685,-0.218833388
VPS50,55610,-0.065983658,3.195066163,-7.144256421,3.15E-04,0.003718009,-0.114657521
RBM12B,389677,-0.065996243,3.021538316,-9.142465251,7.59E-05,0.001837744,1.500257193
NFXL1,152518,-0.066028166,2.843713607,-5.214407528,0.001751739,0.008711027,-2.054852437
MGAT4A,11320,-0.066072427,3.291751488,-8.267976626,1.36E-04,0.002482185,0.834459142
PRKAB2,5565,-0.066133939,3.09503711,-8.428366957,1.22E-04,0.002316019,0.960992694
METTL15,196074,-0.066246832,3.036435704,-5.049266104,0.002070327,0.009568009,-2.242606242
ARGLU1,55082,-0.066305653,3.106372159,-12.97808788,9.37E-06,4.69E-04,3.869677894
ZMYM1,79830,-0.066308254,2.964289299,-7.281601264,2.83E-04,0.003503604,0.00763408
ZSCAN29,146050,-0.066429517,3.004875748,-7.085261347,3.30E-04,0.003786397,-0.16776274
KIR2DS2///KIR3DL3///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS4///KIR2DS1///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1,100132285///115653///3813///3812///3811///3809///3806///3804///3803///3802///3813///3812///3811,-0.066449009,2.87909242,-3.841404011,0.007897421,0.022074703,-3.734349136
ZC2HC1A,51101,-0.066482614,2.961413075,-9.145079476,7.58E-05,0.001837744,1.502162624
APOPT1,84334,-0.066521883,2.942199193,-6.687893624,4.56E-04,0.004449099,-0.534802377
CLEC2B,9976,-0.066526454,3.0203497,-6.170012073,7.12E-04,0.005553298,-1.039026235
ZNF761,388561,-0.066589766,2.959492429,-5.481375954,0.00134706,0.007586958,-1.759181766
EEF1E1-BLOC1S5///EEF1E1,100526837///9521,-0.066649665,3.084611703,-6.545252059,5.14E-04,0.004707081,-0.670668797
MRPS28///TPD52,28957///7163,-0.066661211,2.863096813,-5.50308253,0.001319113,0.007499221,-1.73555963
BIVM-ERCC5///ERCC5,100533467///2073,-0.06668234,3.101175369,-9.145981815,7.57E-05,0.001837744,1.502820201
TMEM106C,79022,-0.066694288,3.063244401,-4.923273754,0.002357583,0.010274246,-2.388403926
PATZ1,23598,-0.066698761,2.891621598,-5.357052089,0.001520637,0.008095238,-1.895680591
ZNF440,126070,-0.066773559,2.783974545,-6.527506253,5.22E-04,0.004734979,-0.687728659
SNCA,6622,-0.066796644,3.073593229,-8.530545796,1.14E-04,0.002245256,1.040530828
TYMS,7298,-0.066798531,3.058792597,-4.517926529,0.003634807,0.013460249,-2.872805531
RNU5A-1,26831,-0.066954053,2.964162528,-4.276494978,0.00475703,0.015961741,-3.172633334
LOC389834,389834,-0.06698086,2.812128232,-4.758638793,0.002802992,0.011375018,-2.582302632
KDM3A,55818,-0.06706477,3.124498537,-9.989246785,4.50E-05,0.001359132,2.09341563
KNTC1,9735,-0.067128005,2.865801641,-7.151388805,3.13E-04,0.003716273,-0.108260848
ZCCHC9,84240,-0.067181056,3.139383579,-8.456286287,1.20E-04,0.002303039,0.982807603
RNASE1,6035,-0.067183504,3.131732044,-6.075147616,7.75E-04,0.005763099,-1.134750751
ZNF701,55762,-0.067208268,2.988142541,-4.851614461,0.002540851,0.010726065,-2.47232646
L3MBTL3,84456,-0.06725548,2.947659077,-5.383164384,0.001482176,0.008025707,-1.866840164
HLA-DOA,3111,-0.067275791,3.055176026,-5.871755882,9.32E-04,0.006329736,-1.343658265
HIP1,3092,-0.067283089,3.152003754,-11.3461934,2.11E-05,8.25E-04,2.954443215
ZNF117,51351,-0.067327525,2.998284371,-8.900206302,8.88E-05,0.001965287,1.321563411
MED27,9442,-0.067370496,2.900100215,-5.378061958,0.001489604,0.008035693,-1.872468495
IQCG,84223,-0.067434974,3.023138251,-7.50484982,2.38E-04,0.003229613,0.202508577
MBTD1,54799,-0.067474065,2.959836613,-8.420349082,0.000122709,0.002316019,0.954716428
ALDH1A1,216,-0.067612657,3.271621184,-10.07633221,4.28E-05,0.00132133,2.151819112
PXMP4,11264,-0.067680679,2.868899643,-5.235450981,0.001715274,0.008624072,-2.031197047
DPP4,1803,-0.067683729,2.880384823,-5.126272909,0.001914278,0.009166833,-2.154586233
SIKE1,80143,-0.067760186,3.131463209,-8.976001303,8.45E-05,0.001917725,1.377925785
TTC5,91875,-0.067842616,2.840015219,-5.200862509,0.001775673,0.008769443,-2.070110706
CCDC186,55088,-0.067877485,3.079991043,-7.927355235,1.74E-04,0.002861036,0.558677247
ZNF83,55769,-0.067920674,3.113339999,-6.863698591,3.94E-04,0.004130425,-0.370374862
BBS9,27241,-0.067932132,2.873664293,-6.701573722,4.51E-04,0.00443652,-0.52188878
DBT,1629,-0.068014864,3.213716959,-6.142748173,7.29E-04,0.00561652,-1.066427415
DCLRE1B,64858,-0.068143784,3.149382524,-13.84752818,6.32E-06,3.51E-04,4.312703946
CROCCP2,84809,-0.068162122,2.813124661,-3.030761307,0.021925249,0.04530284,-4.848814938
RBAK,57786,-0.06818965,2.995559887,-7.997593422,1.65E-04,0.00277363,0.616351058
FANCF///FANCF,2188///2188,-0.068283431,2.912937011,-5.288501031,0.001627093,0.008386361,-1.971830076
PRPSAP2,5636,-0.068387298,3.024183156,-4.75752274,0.002806318,0.011380275,-2.583630262
CMKLR1,1240,-0.068508486,3.397450051,-12.47173961,1.19E-05,5.55E-04,3.598121956
ERI2,112479,-0.068523491,3.032597773,-8.70143262,1.01E-04,0.002106619,1.171734708
DUSP19,142679,-0.06857216,2.814088248,-3.390024399,0.013776424,0.032403892,-4.345003274
MELK,9833,-0.06860716,2.869040046,-5.25997072,0.001673862,0.008512597,-2.003710073
CLEC5A,23601,-0.068653302,3.394655532,-10.69774145,2.99E-05,0.001025374,2.555626374
MINA,84864,-0.068676273,2.945185787,-8.541923497,1.13E-04,0.002241067,1.049336668
CKAP2,26586,-0.068735765,3.097403143,-8.470732068,1.19E-04,0.002298541,0.994070621
TMEM87B,84910,-0.068776497,3.151196536,-8.637534102,1.06E-04,0.00214864,1.122937699
ZNF45,7596,-0.06881167,2.78214087,-4.222086678,0.005060421,0.016610868,-3.241375993
MTIF2,4528,-0.068988411,3.134667812,-9.499627386,6.06E-05,0.001605754,1.756209428
NUDT12,83594,-0.068992787,2.950002869,-9.681630639,5.42E-05,0.001517766,1.883348559
WDR92,116143,-0.06909031,2.852867558,-5.842776861,9.57E-04,0.006398374,-1.373838058
GID4,79018,-0.069235605,3.053566841,-8.124218619,1.51E-04,0.00261961,0.719258485
AKR1C1,1645,-0.069326246,2.876433823,-10.70214962,2.99E-05,0.001025374,2.558412819
POLI,11201,-0.069340086,3.016263036,-7.520413752,2.35E-04,0.003225432,0.215918058
SKP2,6502,-0.069370867,3.064365244,-10.02328563,4.41E-05,0.001343594,2.116298618
C1QB,713,-0.069467223,3.203097193,-8.535965931,1.13E-04,0.00224488,1.044727035
PDP2,57546,-0.069573587,3.027027236,-8.100693647,1.54E-04,0.002639669,0.700242641
DZIP3,9666,-0.069587313,2.828966727,-5.631714978,0.001166384,0.007054554,-1.596841066
FAM217B,63939,-0.069607736,3.146104011,-7.790290921,1.92E-04,0.002978975,0.444891252
TRIT1,54802,-0.069689831,3.064837581,-5.92200678,8.90E-04,0.006185971,-1.291572494
NBR2///NBR2,10230///10230,-0.069711256,3.026145321,-4.79904477,0.002685504,0.011103148,-2.534356752
ZNF510,22869,-0.069741928,2.939081075,-5.738999035,0.001054224,0.006696396,-1.482780161
PDE7A,5150,-0.069772555,3.059807943,-11.01909733,2.51E-05,9.21E-04,2.756012685
ACOT4,122970,-0.069842226,2.927095045,-9.956778939,4.59E-05,0.001370368,2.071522598
KCTD7,154881,-0.069854427,3.277111737,-11.39759693,2.05E-05,8.08E-04,2.985136637
NAIP,4671,-0.069929263,3.143719681,-10.02610366,4.40E-05,0.001343594,2.118189899
TRNT1,51095,-0.070240338,2.903785452,-5.205275059,0.001767836,0.008749668,-2.065137274
C1QC,714,-0.070277774,3.062756368,-5.864812368,9.38E-04,0.006347259,-1.350879955
PET117///KAT14,100303755///57325,-0.070289886,2.892931957,-6.470399197,5.48E-04,0.004858396,-0.742867
LOC100134822///SEPT14///LINC00266-1///PCMTD2,100134822///346288///140849///55251,-0.070433616,2.908776201,-6.306187761,6.31E-04,0.005231457,-0.903475004
KIAA0226L,80183,-0.070539532,3.010940916,-10.03436266,4.38E-05,0.001342116,2.12373002
YAE1D1,57002,-0.070767095,3.218367343,-12.89965755,9.72E-06,4.82E-04,3.828295769
BUD13,84811,-0.070852964,2.91801354,-10.02980383,4.39E-05,0.001343291,2.120672478
PUS7,54517,-0.07111671,2.883457146,-6.150401589,7.24E-04,0.005594522,-1.05872655
FNBP1L,54874,-0.071294022,2.828349563,-5.699527697,0.001094003,0.006828711,-1.524573552
RBBP9,10741,-0.071380246,3.003350854,-7.053352443,3.38E-04,0.003825579,-0.196632208
FANCL,55120,-0.071411563,2.824802082,-4.241870999,0.004947671,0.016376505,-3.216329356
BORCS7-ASMT///BORCS7,100528007///119032,-0.071574085,2.785534426,-7.760293874,1.97E-04,0.003001372,0.419766959
LXN,56925,-0.071610785,3.081966809,-6.272032774,6.51E-04,0.005301912,-0.937269739
POC5,134359,-0.071932307,2.94766085,-4.195252593,0.005217954,0.016906815,-3.275438689
MED18,54797,-0.07203719,2.874828708,-7.879878353,1.80E-04,0.002886796,0.519450522
OSGEP,55644,-0.072161348,2.849319867,-7.116457223,3.22E-04,0.003755175,-0.139637791
ZNF322,79692,-0.072215347,2.832880038,-4.338286967,0.004436834,0.015273346,-3.095085595
ZNF182,7569,-0.072266273,2.780860732,-4.127074775,0.005643358,0.017808141,-3.362453826
PLEKHA5,54477,-0.072405765,2.872970257,-5.765185907,0.001028739,0.006627461,-1.455161999
CCDC102B,79839,-0.072456045,2.981966883,-5.397436601,0.00146162,0.007963129,-1.851115404
LACC1,144811,-0.072568437,3.24481805,-8.512217012,1.15E-04,0.00225762,1.026323852
SLAIN1,122060,-0.072643557,2.787128229,-8.352240576,1.29E-04,0.002381445,0.901194742
ZNF234,10780,-0.072802725,3.024608243,-10.92587894,2.64E-05,9.52E-04,2.698451741
LRMP,4033,-0.07292898,3.00061652,-9.221804428,7.21E-05,0.001789105,1.557871716
FKBP14,55033,-0.073106937,2.924022268,-7.029531661,3.45E-04,0.00386685,-0.218251359
ZNF486,90649,-0.073115799,3.009779637,-4.785437133,0.002724441,0.011188574,-2.550477532
ORMDL1,94101,-0.073207733,3.155285438,-8.765447075,9.71E-05,0.002067803,1.220309299
C3orf62,375341,-0.073266475,3.020907876,-12.80338501,1.02E-05,5.00E-04,3.777163768
RBM41,55285,-0.073356652,2.9311463,-6.180367627,7.05E-04,0.005528195,-1.028641633
C1D,10438,-0.073360934,3.172908834,-9.054433131,8.03E-05,0.001889046,1.435810697
BBS5,129880,-0.073460199,2.983829765,-10.7675143,2.88E-05,0.001013173,2.599605916
GPAM,57678,-0.073462912,2.893376803,-7.768441707,1.95E-04,0.002999711,0.426599202
ANLN,54443,-0.073473308,2.917475116,-4.480930345,0.003785709,0.013791795,-2.918198814
RMDN1,51115,-0.073500785,3.174902741,-7.919886496,1.75E-04,0.002863621,0.552519399
NAIP,4671,-0.073616854,3.113282936,-10.13133853,4.14E-05,0.001284878,2.18847227
NAIP,4671,-0.073616854,3.113282936,-10.13133853,4.14E-05,0.001284878,2.18847227
ZNF841,284371,-0.073830326,3.057951493,-7.461371699,2.46E-04,0.003293185,0.16492847
SNORD24///RPL7A,26820///6130,-0.074080517,2.772917414,-2.647404735,0.036704564,0.066614188,-5.398850139
FAM63B,54629,-0.074399481,2.995615229,-6.480687115,5.43E-04,0.004839871,-0.732906752
CD38,952,-0.074409328,3.196179947,-9.192038997,7.35E-05,0.001814967,1.536308265
SPDL1,54908,-0.074474937,3.035692928,-5.417865379,0.001432756,0.007882318,-1.828654815
ZNF322,79692,-0.074479124,2.860381788,-4.917919332,0.00237075,0.010310247,-2.394649521
C1D,10438,-0.074617519,3.209786122,-9.953007155,4.60E-05,0.001371013,2.068975084
ZNF132,7691,-0.074655095,2.805041707,-7.120592368,3.21E-04,0.003753554,-0.135917058
ZNF227,7770,-0.074766196,2.87429132,-15.49270881,3.19E-06,2.03E-04,5.080241802
TIMM8A,1678,-0.074767252,2.956894802,-8.26043745,1.37E-04,0.002492249,0.828460034
UQCRB,7381,-0.07478248,2.931612593,-5.523654406,0.001293232,0.007422765,-1.713229538
RFC3,5983,-0.074846031,2.960420014,-7.645632882,2.14E-04,0.003121055,0.322985191
CD209///CLEC4M,30835///10332,-0.075004636,3.035603398,-8.915044476,8.80E-05,0.001957406,1.332630343
HORMAD1,84072,-0.075048252,2.804100289,-4.139745258,0.005561462,0.017636169,-3.3462314
FPGT-TNNI3K///FPGT,100526835///8790,-0.075098705,3.176139005,-9.528035236,5.95E-05,0.001588588,1.776197012
HMGN2P46,283651,-0.07519143,2.991353594,-5.360801736,0.001515045,0.008081362,-1.891533571
ZNF641,121274,-0.075201244,3.04022711,-9.453302137,6.24E-05,0.00163551,1.723500253
AAGAB,79719,-0.075269887,3.027436609,-14.08066946,5.71E-06,3.23E-04,4.426844606
ANKRD36B,57730,-0.075306644,2.871363997,-5.656479689,0.00113934,0.006973322,-1.570381006
NDFIP2,54602,-0.075351125,2.81897712,-5.214010771,0.001752435,0.008711911,-2.055299022
ZNF383,163087,-0.075592162,3.027366432,-10.5486105,3.26E-05,0.001077599,2.460727015
RNF25,64320,-0.075617387,2.98429786,-8.797877731,9.50E-05,0.002035751,1.244800203
BUB1,699,-0.075729623,2.878110183,-5.871128477,9.33E-04,0.006329736,-1.344310558
SNORD116-14,100033426,-0.075824374,2.934326721,-3.874414772,0.007591785,0.02156457,-3.690779109
MRPS23,51649,-0.075871276,3.022091233,-6.552461666,5.11E-04,0.004694164,-0.663747868
ZNF382,84911,-0.075875349,3.14432687,-11.16110409,2.32E-05,8.78E-04,2.842830094
HMG20A,10363,-0.075924885,3.164984165,-12.48804586,1.18E-05,5.55E-04,3.607032066
JRKL,8690,-0.07593835,2.779785674,-7.857682779,1.83E-04,0.002900038,0.50104423
ACTR6,64431,-0.075946797,2.931701271,-7.699988391,2.06E-04,0.003066813,0.369013284
ZNF81,347344,-0.076000165,2.890110373,-5.850593429,9.50E-04,0.006393883,-1.365687289
ZNF432,9668,-0.076180709,2.793241646,-5.799065981,9.97E-04,0.006516009,-1.419558802
